,hawkish,neutral,dovish
크레딧/NNG;수급/NNG;우호적/VAX,2,0,4
신용스프레드/NNG;약세/NNG,6,2,10
펀더멘털/NNG;둔화/NNG,9,6,2
투자심리/NNG;약세/NNG,1,1,0
변동성/NNG;우려/NNG,3,1,1
자신/NNG;확대/NNG,2,0,0
참여액/NNG,2,1,2
말일/NNG,1,0,2
모양새/NNG,23,2,10
가스/NNG,102,76,112
도로/NNG,15,20,14
수자원/NNG,2,2,5
토공/NNG,1,0,1
저물/VV,1,0,0
선조/NNG,3,0,1
추곡/NNG,1,0,1
니즈/NNG,11,5,12
일부분/NNG,5,2,5
주관/NNG,133,88,118
주관사/NNG,9,1,10
대응력/NNG,6,3,11
예상/NNG;대내외/NNG;불확실성/NNG,1,0,0
금리/NNG;인상/NNG;가능성/NNG;확대/NNG,2,1,9
롱포지션/NNG;축소/NNG,0,0,1
대북/NNG,12,3,20
롱포지션/NNG,7,13,7
미/NNG;매파/NNG,0,0,1
윤리/NNG,0,0,7
수상식/NNG,0,0,1
참석/NNG,14,3,13
금리/NNG;인상/NNG;가능성/NNG;매우/MAG;높/VA,1,3,2
채권시장/NNG;전망/NNG;금리/NNG;인상/NNG,1,2,1
금리/NNG;인상/NNG;금리/NNG;인상/NNG,8,6,15
임금/NNG;물가/NNG;상승/NNG;압력/NNG,0,0,1
민간/NNG;소비/NNG;내수/NNG;회복/NNG,0,0,1
물가/NNG;상승/NNG;압력/NNG;확대/NNG,0,2,1
높/VA;물가/NNG;상승/NNG;압력/NNG,0,1,2
마이너스gdp/NNG;갭/NNG;축소/NNG,9,9,13
경제주체/NNG;심리/NNG;부정적/VAX,0,0,2
가계/NNG;부채비율/NNG;상승/NNG,0,0,1
구조적/VAX;재정/NNG;적자/NNG,2,0,2
gdp/NNG;전망/NNG;상향/NNG,0,0,1
전망/NNG;상하방/NNG;위험/NNG,0,0,1
적절/NNG;금리/NNG;인상/NNG,1,0,4
재정/NNG;적자/NNG;확대/NNG,9,9,13
내수/NNG;경기/NNG;회복/NNG,7,3,3
아직/MAG;금리/NNG;인상/NNG,2,3,9
금리/NNG;인상/NNG;유보/NNG,0,0,1
가계/NNG;부채/NNG;위험/NNG,4,1,11
경기/NNG;견조/NNG;회복/NNG,2,4,3
투자심리/NNG;회복/NNG,18,11,20
통화정책/NNG;완화/NNG,17,23,29
부동산/NNG;활황/NNG,1,2,1
유가/NNG;급등/NNG,17,3,15
추경/NNG;확장/NNG,1,2,1
수출/NNG;견고/NNG,0,0,1
개선/NNG;정체/NNG,2,0,1
상향/NNG;완화/NNG,0,1,1
내수/NNG;확산/NNG,0,0,1
완화/NNG;확대/NNG,3,2,2
고점/NNG;높/VV,1,0,2
늦/VA;우려/NNG,0,0,1
무기명/NNG,0,1,3
페이지/NNG,23,13,29
에서/NNG,18,13,39
머지않/VA,8,6,20
한중/NNG,1,0,7
해빙/NNG,4,2,2
예고/NNG,41,51,62
유보/NNG,27,22,35
띄/VV,46,32,56
다뤘/VV,8,4,3
보건복지/NNG,0,2,1
자원배분/NNG,6,1,5
비효율성/NNG,1,1,5
특이/NNG,12,15,20
마이너스gdp/NNG,61,43,88
생성/NNG,1,8,7
사료/NNG,4,3,3
최적/NNG,13,4,8
미루/VV,87,52,109
결정시/NNG,21,9,28
중관/NNG,0,0,1
활황/NNG,5,6,11
지와/NNG,3,3,6
영/NNG,169,69,128
근사/NNG,1,1,3
초래/NNG,45,40,46
북핵/NNG,14,2,17
금월/NNG,0,2,1
불안/NNG;상승/NNG,0,1,3
경제/NNG;성장률/NNG;호조/NNG,3,1,1
금리/NNG;상승/NNG;제한/NNG,40,38,37
발행/NNG;금리/NNG;급등/NNG,0,0,1
금리/NNG;인상/NNG;제한/NNG,5,7,4
fed/NNG;매파/NNG,17,7,15
위험/NNG;해소/NNG,4,3,9
대흥/NNG,0,0,1
행도/NNG,1,0,2
확연/NNG,16,6,16
맞춰질/VV,1,1,5
합류/NNG,2,3,9
할지/XSV,16,14,16
비농업/NNG;고용자수/NNG;예상/NNG;하회/NNG,1,0,1
금리/NNG;변동/NNG;제한/NNG,2,0,7
예상/NNG;하회/NNG;증가/NNG,1,0,2
고용증감/NNG,62,57,72
국고채/NNG;금리/NNG;하락/NNG;상승/NNG,0,0,1
금리/NNG;인상/NNG;단행/NNG;인상/NNG,0,0,1
국제/NNG;유가/NNG;가격/NNG;상승/NNG,0,0,2
소비자/NNG;물가/NNG;목표/NNG;넘/VV,0,0,1
채권시장/NNG;투자심리/NNG;개선/NNG,0,0,1
인플레이션/NNG;금리/NNG;인상/NNG,5,1,3
금융위기/NNG;금리/NNG;인상/NNG,2,2,2
우려/NNG;완전히/MAG;해소/NNG,1,2,3
경제/NNG;부정적/VAX;충격/NNG,0,0,1
장기물/NNG;금리/NNG;상승/NNG,11,2,10
경제/NNG;지표/NNG;둔화/NNG,9,9,11
금리/NNG;상승/NNG;과도/NNG,2,2,5
금리/NNG;인상/NNG;하락/NNG,1,0,1
경제/NNG;지표/NNG;악화/NNG,12,5,25
단기/NNG;금리/NNG;급등/NNG,10,4,11
경제/NNG;활동/NNG;둔화/NNG,0,1,2
경제/NNG;활동/NNG;견고/NNG,0,0,2
민평/NNG;금리/NNG;높/VA,3,1,3
브렉시트/NNG;불확실성/NNG,2,8,9
예상/NNG;쉽/VA;않/VX,0,0,2
중단기물/NNG;강세/NNG,0,0,1
부동산/NNG;호황/NNG,0,1,1
기대/NNG;강화/NNG,12,3,15
견고/NNG;성장/NNG,2,0,5
가계/NNG;높/VA,0,0,1
기대/NNG;높/VV,15,9,20
채워질/VV,0,0,3
낫/VA,7,8,22
완전히/MAG,94,58,75
설명회/NNG,4,2,14
듣/VV,3,4,4
망설이/VV,4,0,7
장기영역/NNG,124,102,104
역전폭/NNG,36,24,27
와인/NNG,1,1,2
딩/NNG,12,5,11
그랬/VV,14,5,20
금리정상화/NNG,117,54,87
서둘/VV,42,23,39
로즈/NNG,0,0,6
나라/NNG,53,42,70
보폭/NNG,1,0,2
극도/NNG,10,11,27
오랜만/NNG,8,7,9
인해서/VV,7,4,15
파급/NNG,35,32,37
앞길/NNG,0,0,1
어둡/VA,9,15,14
어조/NNG,3,1,3
쉴/VV,2,0,3
중략/NNG,6,0,2
모두/NNG,61,42,75
경고/NNG,57,29,60
원문/NNG,4,2,7
사이트/NNG,0,1,4
파월/NNG,0,0,2
점치/VV,7,6,21
흔적/NNG,1,1,5
지우/VV,9,1,1
연임/NNG,26,9,31
룰/NNG,25,15,36
보스턴/NNG,16,1,7
반발/NNG,26,34,38
밑돈/NNG,1,1,2
파운드/NNG,226,213,307
브렉시트/NNG,82,134,486
높임/NNG,28,9,26
영국채/NNG,131,56,145
국고채/NNG;금리/NNG;하락/NNG;신용스프레드/NNG;확대/NNG,3,6,5
투자심리/NNG;위축/NNG;신용스프레드/NNG;확대/NNG,0,1,1
충분/NNG;투자/NNG;수요/NNG;확보/NNG,1,5,4
신용스프레드/NNG;확대/NNG;압력/NNG,3,1,4
유상증자/NNG;재무구조/NNG;개선/NNG,0,0,1
크레딧/NNG;투자심리/NNG;위축/NNG,2,5,3
채권시장/NNG;변동성/NNG;확대/NNG,8,10,8
회사채/NNG;스프레드/NNG;확대/NNG,11,8,16
여전채/NNG;스프레드/NNG;확대/NNG,4,1,11
투자심리/NNG;악화/NNG;우려/NNG,1,0,1
크레딧/NNG;비중/NNG;축소/NNG,0,1,4
금리/NNG;매력/NNG;저하/NNG,2,2,6
전망/NNG;금리/NNG;하락/NNG,4,3,11
투자심리/NNG;저하/NNG,3,6,11
수요예측/NNG;강세/NNG,5,0,5
수요예측/NNG;성공/NNG,7,9,17
환경/NNG;불확실성/NNG,2,2,1
신용등급/NNG;하방/NNG,2,0,2
충분히/MAG;완화/NNG,5,1,1
금리/NNG;확보/NNG,1,2,1
상향/NNG;안정/NNG,4,5,7
재무/NNG;부담/NNG,13,11,11
덜/MAG;부담/NNG,0,1,1
어김없이/MAG,1,1,1
시즌/NNG,49,23,60
막바지/NNG,9,10,9
서둘렀/VV,0,0,2
전혀/MAG,50,26,43
겨우/MAG,8,9,9
포기/NNG,33,32,42
사업장/NNG,24,11,27
농금채/NNG,8,9,20
느끼/VV,46,33,51
덧붙였었/VV,0,0,1
단점/NNG,7,10,30
안도감/NNG,22,4,18
제3자배정/NNG,4,3,10
형식/NNG,11,10,15
디/NNG,7,10,8
프라임/NNG,20,4,8
제일차/NNG,20,23,68
제이차/NNG,37,91,6
유상/NNG,0,1,2
납입일/NNG,2,2,2
선회/NNG,53,52,24
광통/NNG,1,0,1
신선/NNG,4,2,1
우호/NNG,1,3,3
수직/NNG,7,8,7
전문화/NNG,1,1,1
국고채/NNG;금리/NNG;상승/NNG;크/VV,0,0,4
회사채/NNG;신용스프레드/NNG;확대/NNG,7,7,4
정책/NNG;위험/NNG,8,4,11
불안/NNG;높/VA,3,2,5
쌀쌀/NNG,0,0,20
보험권/NNG,16,16,32
발행인/NNG,6,3,5
한파/NNG,45,29,37
아침/NNG,1,2,11
전구간/NNG,76,51,89
노려보/VV,1,0,4
냉랭/NNG,2,1,1
결일/NNG,10,6,2
몰아치/VV,2,0,2
확연히/MAG,13,5,15
금리/NNG;경제/NNG;지표/NNG;호조/NNG,3,0,1
금리/NNG;인상/NNG;우려/NNG;완화/NNG,7,5,12
불확실성/NNG;요인/NNG;완화/NNG,0,0,1
예상/NNG;대외/NNG;불확실성/NNG,0,0,2
불확실성/NNG;요인/NNG;해소/NNG,1,0,1
하락/NNG;금리/NNG;인상/NNG,4,3,4
인선/NNG;불확실성/NNG,0,0,1
왕좌/NNG,0,0,76
불발/NNG,10,7,10
갖췄/VV,1,1,1
동의안/NNG,0,0,1
가결/NNG,8,13,31
수락/NNG,0,0,2
호흡/NNG,15,1,5
일관/NNG,31,20,21
떠나/VV,23,39,20
잔류/NNG,20,18,38
밝혀진/VV,4,3,5
장연/NNG,0,0,2
장교/NNG,0,0,2
체교/NNG,0,0,6
체/NNG,5,0,16
명명/NNG,4,3,15
각생/NNG,1,3,4
금리/NNG;인상/NNG;확률/NNG;금리/NNG;인상/NNG,1,0,3
채권/NNG;fed/NNG;금리/NNG;인상/NNG,1,1,3
fed/NNG;경기/NNG;판단/NNG;상향/NNG,1,0,3
경제/NNG;활동/NNG;개선/NNG,0,0,2
금융시장/NNG;우호적/VAX,0,1,2
gdp/NNG;성장/NNG,11,6,14
예상/NNG;양호/NNG,18,8,15
임금/NNG;개선/NNG,1,1,2
허리케인/NNG,36,6,28
표현/NNG,75,62,111
온건/NNG,3,8,5
알려짐/VV,3,4,8
금리/NNG;대내외/NNG;불확실성/NNG,0,0,1
경제/NNG;활동/NNG;긍정적/VAX,0,0,1
채권스왑/NNG;스프레드/NNG;역전폭/NNG;축소/NNG,0,0,1
통안채/NNG;국고채/NNG;금리/NNG;상승/NNG,0,0,1
국채/NNG;금리/NNG;커브/NNG;플래트닝/NNG,0,0,1
은행채/NNG;발행/NNG;금리/NNG;상승/NNG,0,0,1
irs/NNG;금리/NNG;상승/NNG;압력/NNG,0,0,1
irs/NNG;금리/NNG;하락/NNG;압력/NNG,0,0,1
가계/NNG;부채/NNG;규제/NNG;강화/NNG,0,0,1
자금/NNG;조달/NNG;수요/NNG;감소/NNG,0,1,1
채권/NNG;금리/NNG;상승/NNG;압력/NNG,10,14,28
은행/NNG;조달/NNG;금리/NNG;상승/NNG,0,0,1
물가/NNG;상승/NNG;금리/NNG;인상/NNG,6,0,6
금리/NNG;인상/NNG;확률/NNG;상승/NNG,0,0,2
금리/NNG;상승/NNG;따라가/VV;못하/VX,1,0,1
자금/NNG;조달/NNG;필요성/NNG;높/VA,0,0,2
은행채/NNG;발행/NNG;금리/NNG;높/VA,0,0,1
미/NNG;장기/NNG;금리/NNG;상승/NNG,2,0,1
은행/NNG;예금/NNG;금리/NNG;높/VV,0,0,1
채권스왑/NNG;스프레드/NNG;축소/NNG,1,1,3
채권스왑/NNG;스프레드/NNG;확대/NNG,1,2,2
듀레이션/NNG;잔존만기/NNG;확대/NNG,0,0,1
물가채/NNG;금리/NNG;급등/NNG,0,0,1
irs/NNG;금리/NNG;인상/NNG,3,1,1
irs/NNG;하락/NNG;압력/NNG,0,0,1
crs/NNG;금리/NNG;상승/NNG,5,4,9
crs/NNG;금리/NNG;급등/NNG,0,1,4
제조업/NNG;경기/NNG;개선/NNG,0,4,4
손절/NNG;금리/NNG;급등/NNG,0,0,1
상향/NNG;금리/NNG;인상/NNG,0,1,3
금리/NNG;연동/NNG;상승/NNG,0,0,1
달리/MAG;원화/NNG;강세/NNG,0,0,1
가계/NNG;대출/NNG;증가/NNG,6,6,14
대출/NNG;증가/NNG;제한/NNG,0,0,1
은행/NNG;금리/NNG;상승/NNG,1,1,1
고점/NNG;금리/NNG;하락/NNG,3,1,2
채권투자/NNG;매력/NNG;높/VA,0,1,1
투자/NNG;여건/NNG;개선/NNG,1,0,2
해외/NNG;투자/NNG;확대/NNG,3,2,4
물가/NNG;전망/NNG;하향/NNG,11,3,9
전망/NNG;물가/NNG;상승/NNG,3,4,2
확장/NNG;가능성/NNG;높/VA,0,0,1
장기물/NNG;발행/NNG;늘/VV,2,3,1
미/NNG;금리/NNG;상승/NNG,35,14,29
은행/NNG;금리/NNG;높/VV,0,0,1
자기자본비율/NNG;하락/NNG,0,0,2
듀레이션/NNG;확장/NNG,0,0,1
금리/NNG;유가상승/NNG,0,0,1
ecb/NNG;비둘기/NNG,0,1,3
crs/NNG;급락/NNG,0,0,6
irs/NNG;상승/NNG,1,1,5
단기물/NNG;안정/NNG,0,2,2
여력/NNG;제한적/VAX,9,5,3
단기물/NNG;약세/NNG,17,6,14
국고채/NNG;약세/NNG,1,2,3
gdp/NNG;견조/NNG,1,2,3
제조업/NNG;호조/NNG,1,0,5
pmi/NNG;증가/NNG,0,0,3
gdp/NNG;호조/NNG,8,7,8
전망/NNG;긍정적/VAX,7,10,7
일시적/VAX;상승/NNG,8,6,3
금리/NNG;안정/NNG,25,14,26
손실/NNG;확대/NNG,3,4,6
금리/NNG;우려/NNG,2,1,1
투자/NNG;정체/NNG,0,0,1
투자/NNG;감소/NNG,3,12,13
경제/NNG;견조/NNG,4,1,3
지수/NNG;양호/NNG,1,1,4
주문/NNG;감소/NNG,0,0,1
하락/NNG;전환/NNG,23,18,25
호조/NNG;성장/NNG,0,0,1
지출/NNG;증가/NNG,2,6,5
서비스업/NNG;늘/VV,0,0,1
물가/NNG;압력/NNG,5,3,3
수출/NNG;감소/NNG,19,16,24
고용/NNG;증가/NNG,13,11,19
국고채/NNG;높/VA,1,0,6
하락/NNG;막/VV,4,3,3
비용/NNG;낮/VA,2,3,4
예상/NNG;넘/VV,10,2,6
기대/NNG;꺾/VV,1,1,5
건설/NNG;늘/VV,0,0,1
지수/NNG;높/VA,0,2,1
지출/NNG;많/VA,0,1,2
많/VA;상승/NNG,1,0,1
수출/NNG;늘/VV,3,1,5
재고/NNG;줄/VV,0,0,2
채권스왑/NNG,102,95,187
출회/NNG,162,69,116
패닉/NNG,8,5,33
최악/NNG,64,36,94
손절매물/NNG,7,2,3
쏟/VV,31,25,49
장중/NNG,315,118,199
되돌아보/VV,2,5,3
치가/XSV,24,12,29
떠오르/VV,6,9,17
청산/NNG,110,96,147
혼란/NNG,63,42,92
시초가/NNG,5,0,2
펼쳐졌/VV,3,2,1
준거/NNG,5,2,8
한동안/NNG,24,18,27
리시브/NNG,6,0,3
따라가/VV,32,27,32
견디/VV,11,8,16
최고조/NNG,8,0,5
단순/NNG,78,53,172
취함/VV,1,3,3
쏟아진/VV,0,3,9
루머/NNG,18,21,27
딜러/NNG,5,4,8
호가/NNG,15,20,18
되찾/VV,30,27,48
매입계획/NNG,16,7,19
다른가/VA,0,0,1
추론/NNG,5,2,6
신속/NNG,31,27,35
시장안정화조치/NNG,3,0,5
의지/NNG,177,138,187
스왑/NNG,344,219,294
강달러/NNG,19,8,11
정조/NNG,1,0,1
치/VV,66,22,39
전환점/NNG,7,2,11
극심한/VAX,13,10,27
비지표물/NNG,5,1,18
권투/NNG,2,0,1
금보/NNG,0,0,1
험기/NNG,0,0,1
투자처/NNG,7,24,23
재작년/NNG,1,0,4
가하/VV,12,12,20
경영/NNG,121,35,103
축/NNG,183,95,203
사뿐/MAG,0,1,1
간주/NNG,13,10,19
껑충/MAG,1,0,2
뛰/VV,21,17,15
외투/NNG,0,0,1
공채/NNG,5,1,8
사국/NNG,0,0,1
환헤지ㅇ/NNG,15,44,59
사순/NNG,0,0,1
도순/NNG,3,2,6
도전/NNG,7,2,9
연간화/NNG,7,5,14
투/MAG,1,0,1
여도/NNG,0,2,2
고기/NNG,0,0,1
월래/NNG,33,15,27
제조업체/NNG,23,24,25
상실/NNG,38,40,38
아베노믹스/NNG,27,35,52
순수출/NNG,85,39,60
속보치/NNG,54,36,81
속보/NNG,11,11,18
화학제품/NNG,8,8,3
근원지수/NNG,0,0,1
비내구재/NNG,13,5,11
구매력/NNG,22,30,17
조업일수/NNG,45,16,39
냄/VV,0,0,2
변동비/NNG,1,2,5
농업/NNG,32,18,35
복구/NNG,8,4,13
원래/MAG,7,4,10
과대평가/NNG,4,5,4
추후/NNG,34,19,20
인지/NNG,17,17,22
당좌/NNG,2,1,3
매입액/NNG,14,10,13
펼쳐야/VV,2,1,2
종전/NNG,40,21,55
견지/NNG,35,18,22
되풀이/NNG,3,6,11
금융서비스/NNG,6,10,16
날짜/NNG,57,30,66
근원/NNG;소비자/NNG;물가/NNG;안정/NNG,2,2,9
호조/NNG;물가/NNG;상승/NNG;압력/NNG,0,0,1
물가/NNG;안정/NNG;목표/NNG;하단/NNG,3,1,9
금리/NNG;인상/NNG;영향/NNG;없/VA,0,0,1
인플레이션/NNG;예상/NNG;상회/NNG,1,0,1
pce/NNG;물가/NNG;상승/NNG,0,0,3
이전/NNG;금리/NNG;인상/NNG,2,0,3
금리/NNG;인상/NNG;그치/VV,4,1,5
주택시장/NNG;호조/NNG,1,3,4
임금/NNG;상승/NNG,13,8,28
물가/NNG;오르/VV,11,6,15
내수/NNG;나쁘/VA,0,1,2
멀리/MAG,5,5,9
싣/VV,1,2,5
성명문/NNG,2,5,12
아무래도/MAG,12,15,9
스캔들/NNG,20,11,56
반납/NNG,20,14,44
지만/VCP,18,20,42
임박/NNG,39,59,57
비쌀수록/VA,0,0,1
팔리/VV,1,2,3
지수채권/NNG,0,0,1
언제/MAG,31,19,26
걸렸/VV,1,5,6
미세조정/NNG,10,5,17
벌어져/VV,12,5,16
이때/NNG,26,19,23
감내/NNG,15,9,38
거쳐가/VV,0,0,1
긍정적/VAX;강화/NNG,1,1,1
금리/NNG;우호적/VAX,8,3,11
호조/NNG;상쇄/NNG,0,0,1
물가/NNG;약하/VA,1,0,2
반증/NNG,32,11,28
기정사실화/NNG,21,19,38
풀이/NNG,36,28,35
보합권/NNG,110,66,164
탄탄/NNG,11,12,24
재건/NNG,8,2,5
프로그램/NNG,69,82,113
축소도/NNG,10,3,11
조용/NNG,6,3,5
국고채/NNG;입찰/NNG;부진/NNG,6,3,7
대내외/NNG;불확실성/NNG,24,5,14
글로벌/NNG;안전자산/NNG;선호/NNG,14,12,17
안전자산/NNG,473,363,804
특검/NNG,1,1,1
캠프/NNG,3,0,4
선대/NNG,3,7,3
매너/NNG,0,0,1
포트/NNG,4,2,2
기소/NNG,3,10,2
기업경영분석/NNG,0,0,2
예상/NNG;글로벌/NNG;안전자산/NNG;선호/NNG,0,0,1
gdp/NNG;예상/NNG;상회/NNG,5,6,8
독립/NNG,32,7,42
포안/NNG,0,0,1
실적/NNG;개선/NNG;재무구조/NNG;개선/NNG,0,1,0
금리/NNG;인상/NNG;가능성/NNG;증가/NNG,2,3,3
금리/NNG;인상/NNG;가능성/NNG;과도/NNG,0,1,0
우려/NNG;채권시장/NNG;약세/NNG,0,3,1
크레딧/NNG;시장/NNG;위축/NNG,1,5,2
채권시장/NNG;변동성/NNG;높/VA,0,1,2
단기물/NNG;수급/NNG;악화/NNG,1,1,0
금리/NNG;변동성/NNG;확대/NNG,14,17,23
유동성/NNG;부족/NNG;우려/NNG,1,2,0
투자/NNG;수요/NNG;위축/NNG,5,1,1
수요/NNG;위축/NNG;우려/NNG,0,1,1
물량/NNG;증가/NNG;우려/NNG,0,1,0
우려/NNG;금리/NNG;인상/NNG,5,2,2
전망/NNG;밝/VA;않/VX,3,1,4
발행시장/NNG;강세/NNG,8,10,15
신용등급/NNG;상향/NNG,32,19,24
금리갭/NNG;축소/NNG,9,7,6
변동성/NNG;약하/VA,0,2,1
수요/NNG;우위/NNG,0,2,0
완화/NNG;양호/NNG,2,2,2
기대/NNG;줄/VV,5,2,3
위례/NNG,5,9,17
로지스틱스/NNG,16,13,19
서브/NNG,22,16,39
쉽사리/MAG,14,2,17
출현/NNG,15,6,11
시한/NNG,22,25,35
말경/NNG,3,2,3
기발/NNG,8,12,5
행회/NNG,0,2,0
사채등급/NNG,2,2,0
이관/NNG,25,7,16
밝/VA,26,13,30
가공/NNG,10,14,11
사업부문/NNG,20,17,42
분할합병/NNG,2,4,3
가칭/NNG,1,1,3
사업경쟁력/NNG,8,4,8
스틸/NNG,3,6,3
수요처/NNG,7,3,17
틈새시장/NNG,0,1,2
경쟁강도/NNG,3,11,10
관계자/NNG,34,18,35
전망/NNG;금리/NNG;인상/NNG;금리/NNG;인상/NNG,1,2,0
금리/NNG;인상/NNG;단행/NNG;가능성/NNG;높/VA,0,1,0
소비자/NNG;물가/NNG;전망/NNG;상향/NNG,0,1,3
금리/NNG;인상/NNG;기대/NNG;없/VA,0,1,1
채권시장/NNG;금리/NNG;상승/NNG,18,10,18
선도금리/NNG;금리/NNG;인상/NNG,0,2,1
저물가/NNG;우려/NNG;완화/NNG,1,2,1
기대/NNG;금리/NNG;급등/NNG,0,1,3
세계/NNG;경제/NNG;회복/NNG,13,17,23
회복/NNG;고용/NNG;개선/NNG,1,1,0
내수/NNG;완만/NNG;성장/NNG,0,1,1
금리/NNG;급등/NNG;우려/NNG,0,1,0
금리/NNG;급등/NNG;과도/NNG,0,1,2
경기/NNG;여건/NNG;양호/NNG,1,1,0
금리/NNG;인상/NNG;미루/VV,3,3,2
자산/NNG;매입/NNG;줄/VV,0,1,1
차기/NNG;불확실성/NNG,1,1,1
기대/NNG;점증/NNG,0,1,2
기대/NNG;경계/NNG,3,4,2
수요/NNG;견조/NNG,7,5,5
우려/NNG;해소/NNG,6,7,8
예상/NNG;인상/NNG,4,2,3
가격/NNG;상승/NNG,31,13,30
짐/NNG,47,37,45
굳어진/VV,1,2,1
수급장/NNG,2,1,0
예정액/NNG,10,16,22
순방/NNG,1,3,3
과매도/NNG,31,16,11
활/NNG,14,5,7
실성/NNG,13,4,9
명백/NNG,33,7,21
인준/NNG,2,4,2
인준안/NNG,1,2,0
좋아하/VV,3,2,0
존경/NNG,3,3,1
좋아한다/VV,3,2,1
대학교/NNG,8,29,44
정치학/NNG,1,1,1
로스쿨/NNG,1,1,0
합치/NNG,0,2,0
일으키/VV,25,12,15
사람/NNG,46,41,58
기한/NNG,15,8,16
단언/NNG,19,18,14
매월/MAG,55,42,53
선도금리/NNG,9,15,19
탈선/NNG,0,1,1
영금/NNG,0,1,0
격한/VV,1,1,1
의외/NNG,12,10,16
강의/NNG,0,1,1
인구구조/NNG,17,24,7
쫓아가/VV,1,3,4
용감/NNG,0,1,0
무관/NNG,30,15,34
격하/VV,0,1,0
언더슈팅/NNG,3,2,1
아마도/MAG,41,13,50
해본다/XSV,2,1,1
입찰일/NNG,6,13,17
월금/NNG,13,18,13
금리/NNG;국고채/NNG;금리/NNG;스프레드/NNG;확대/NNG,2,1,0
금리/NNG;국고채/NNG;스프레드/NNG;확대/NNG,0,1,0
금리/NNG;상승/NNG;커브/NNG;플래트닝/NNG,0,1,0
금리/NNG;인상/NNG;시장/NNG;우려/NNG,1,1,1
국고채/NNG;스프레드/NNG;축소/NNG,60,16,36
단기/NNG;불확실성/NNG;해소/NNG,2,3,1
금리/NNG;스프레드/NNG;최대/NNG,0,1,0
금리/NNG;스프레드/NNG;인상/NNG,0,1,0
대내외/NNG;금리/NNG;상승/NNG,3,1,2
매파/NNG;금리/NNG;인상/NNG,2,3,5
금리/NNG;상승/NNG;확대/NNG,9,10,16
단기/NNG;금리/NNG;오르/VV,3,3,0
물가/NNG;상승/NNG;약하/VA,0,2,0
금리/NNG;변동/NNG;줄/VV,1,1,0
채권시장/NNG;충격/NNG,5,3,4
투자심리/NNG;훼손/NNG,2,3,2
인상기/NNG;인상/NNG,0,2,2
불확실성/NNG;줄/VV,5,1,2
온건/NNG;매파/NNG,0,1,0
낮/VA;인상/NNG,1,3,3
불안/NNG;줄/VV,0,1,0
옮기/VV,21,11,25
기술적/VAX,183,98,185
베어/NNG,35,13,23
수집/NNG,4,10,2
잇따르/VV,31,19,27
소극적/VAX,30,26,65
과하/VA,4,8,5
공유/NNG,22,11,39
작/VV,43,43,54
공산/NNG,25,22,28
시발점/NNG,5,8,7
시그널링/NNG,4,8,5
전전/NNG,70,23,19
북/NNG,4,6,11
비워/VV,1,1,5
연이/NNG,8,4,11
예산안/NNG,95,109,163
드러냄/VV,3,1,3
현물시장/NNG,65,39,71
구간별/NNG,177,157,198
종료/NNG;아니/VCN,1,0,2
우려/NNG;낮/VV,3,5,8
비시/NNG,0,0,3
은은/NNG,8,7,6
받아들여질/VV,4,1,9
수수수/MAG,18,17,14
변시/NNG,1,0,2
포워드/NNG,3,2,8
가이던스/NNG,14,6,27
일찍/MAG,7,0,5
정확/VAX,19,17,24
눈/NNG;금리/NNG;인상/NNG,0,0,1
우려/NNG;작/VA,0,3,4
안주/NNG,1,1,2
부쩍/MAG,0,0,4
모처럼/MAG,14,2,8
연장선/NNG,10,9,17
탔으며/VV,0,0,2
여긴/VV,0,0,2
농업회사법인/NNG,1,0,1
금천/NNG,0,0,1
더블유/NNG,0,0,1
생물/NNG,1,1,3
호기/NNG,4,1,5
했으리라/XSV,0,0,1
운/NNG,9,3,20
fed/NNG;금리/NNG;인상/NNG;가능성/NNG;확대/NNG,0,1,1
통화정책/NNG;경기/NNG;회복/NNG,0,0,4
금리/NNG;인하/NNG;축소/NNG,2,3,4
경제/NNG;부양/NNG,6,2,3
금리/NNG;강세/NNG,12,15,20
높/VA;확장/NNG,0,0,1
발간/NNG,38,40,44
상기/MAG,1,1,3
노동법/NNG,3,2,10
금리/NNG;상승/NNG;멈추/VV;않/VX,1,0,2
물가/NNG;임금/NNG;상승/NNG,0,1,1
완화/NNG;강도/NNG;줄/VV,0,0,2
심리/NNG;좋/VA;않/VX,1,1,1
ecb/NNG;완화/NNG,4,5,7
기다려왔/VV,0,1,1
시선/NNG,15,17,24
댔/VV,0,0,1
손대/VV,1,0,1
알렸/VV,1,1,2
될까/VV,16,12,12
마저/MAG,37,15,34
지명권/NNG,0,0,1
멈추/VV,29,32,39
당연/NNG,56,21,50
결정문/NNG,14,32,33
짐작/NNG,11,9,16
부추기/VV,10,6,16
통화/NNG;완화/NNG;기대/NNG;높/VA,0,0,4
인상/NNG;가능성/NNG;상승/NNG,0,0,1
ecb/NNG;경기/NNG;부양/NNG,1,3,5
미/NNG;경제/NNG;호조/NNG,0,0,1
짧/VA;금리/NNG;상승/NNG,0,0,1
제조업/NNG;상승/NNG,1,1,3
지표/NNG;호조/NNG,11,5,8
기대/NNG;완화/NNG,5,0,3
많/VA;양적완화/NNG,0,0,1
심리/NNG;지지/NNG,1,1,4
상향/NNG;실패/NNG,0,1,2
기대/NNG;낮/VA,12,16,9
금리/NNG;짧/VA,1,0,1
비판/NNG;많/VA,0,2,1
쏠리/VV,32,15,34
절상/NNG,361,282,413
택할/VV,7,5,9
출구전략/NNG,183,144,295
